G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,I1,I2,I3,I5,I6,I7,I8,I9,I10,I13,I14,I15,I16,I17,I18,I19,I21,I22,I24,I25,I26,I27,I28,I29,I30,I31,I33,B2,B3,B4,B6,B7,B9,B11,B12,B13,B15,B16,B17,B19,B22,B23,B24,B28,B29,B30,B31,B32,B33,B34,B35,quiz1,quiz2,S1T1_1,S1T1_2,S1T1_3,S1T2_1,S1T2_2,S1T2_3,S1T3_1,S1T3_2,S1T3_3,S1T4_1,S1T4_2,S1T4_3,S1T5_1,S1T5_2,S1T5_3,S2T1_1,S2T1_2,S2T1_3,S2T2_1,S2T2_2,S2T2_3,S2T3_1,S2T3_2,S2T3_3,S2T4_1,S2T4_2,S2T4_3,S2T5_1,S2T5_2,S2T5_3,S3T1_1,S3T1_2,S3T1_3,S3T2_1,S3T2_2,S3T2_3,S3T3_1,S3T3_2,S3T3_3,S3T4_1,S3T4_2,S3T4_3,S3T5_1,S3T5_2,S3T5_3,S4T1_1,S4T1_2,S4T1_3,S4T2_1,S4T2_2,S4T2_3,S4T3_1,S4T3_2,S4T3_3,S4T4_1,S4T4_2,S4T4_3,S4T5_1,S4T5_2,S4T5_3,GF1,GF2,GF3,GF4,GF5,GF6,GF7,GF8,GF9,GF10,GF11,GF12,GF13,GF14,GF15,GF16,GF17,GF18,GF19,GF20,GF21,GF22,GF23,GF24,GF25,GF26,GF27,GF28,GF29,GF30,GF31,GF32,GF33,GF34,GF35,GF36,GF37,GF38,GF39,GF40,GF41,GF42,GF43,GF44,GF45,GF46,GF47,GF48,GF49,GF50,GF51,GF52,GF53,GF54,GF55,GF56,GF57,GF58,GF59,GF60,Age,Gender,Ethnicity,Ethnicity_6_TEXT,end_open,Best_effort_2,Feedback,PROLIFIC_PID,Quiz
4,4,2,4,4,1,4,2,1,2,3,2,3,2,2,3,2,1,3,2,2,3,1,2,4,2,1,2,2,4,2,3,2,3,2,1,3,1,1,2,4,1,1,4,2,1,2,1,4,1,3,2,2,1,1,4,1,2,2,1,1,1,1,1,2,1,2,4,1,4,4,4,5,5,5,4,5,2,5,5,4,5,5,5,5,3,4,1,1,3,4,1,4,4,1,1,4,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"1,3,4",3,1,2,3,2,1,2,3,1,3,2,1,1,2,3,2,1,3,1,3,2,3,2,1,3,2,1,3,1,2,3,1,2,2,1,3,1,2,3,1,2,3,3,1,2,2,1,3,3,2,1,1,3,2,1,2,3,3,1,2,1,3,2,2,1,3,1,2,3,2,1,3,1,2,3,2,1,3,2,3,1,3,2,1,1,2,3,2,3,1,2,1,3,2,1,3,2,3,1,2,1,3,3,1,2,2,1,3,1,3,2,2,1,3,3,1,2,1,2,3,52,Male,1,,Rank actions or feelings in how I interact with others I work with. ,1,None. ,6559bfda36a47498fdab85bb,
4,5,4,4,2,5,2,2,5,2,4,4,2,4,3,1,4,3,4,4,2,4,2,4,4,4,5,2,1,4,5,3,4,3,4,2,2,1,4,4,5,4,1,4,1,4,1,4,2,2,4,4,1,1,2,4,1,2,4,3,1,1,1,1,1,1,1,2,1,5,5,2,2,4,2,1,1,1,5,5,5,5,5,5,5,1,1,1,1,2,4,1,1,5,2,1,2,5,1,1,1,1,2,1,4,1,5,1,1,1,3,1,"1,3,4",2,1,3,3,2,1,1,2,3,1,3,2,1,3,2,1,2,3,2,1,3,3,2,1,3,2,1,3,1,2,2,1,3,2,3,1,1,3,2,2,1,3,1,3,2,1,2,3,1,3,2,1,3,2,3,1,2,3,1,2,2,1,3,1,3,2,3,2,1,3,1,2,3,2,1,3,1,2,3,1,2,2,3,1,2,1,3,2,3,1,1,3,2,3,1,2,1,3,2,3,1,2,2,1,3,1,3,2,3,1,2,2,1,3,2,1,3,3,1,2,24,Male,1,,"You asked me to describe personality traits about myself in many multiple choice questions, (except the first questions which were on a scale of strongly disagree to strongly agree). The person B questions were quite fun to answer might I add.",1,No feedback to add. Thanks for letting me participate!,66ccc9884069666b6601abf0,
4,5,5,5,2,5,5,4,5,4,2,2,5,4,3,4,4,2,2,1,1,4,2,1,5,4,2,4,1,1,4,1,1,2,5,2,2,1,2,2,4,4,4,4,1,4,1,4,4,1,1,2,1,3,2,1,1,1,4,2,5,5,1,2,4,4,4,4,4,4,5,4,5,5,4,3,5,4,5,4,5,5,4,4,4,1,2,3,2,5,4,1,4,4,2,1,3,2,4,4,2,1,4,1,4,4,2,4,1,4,1,1,"1,3,4",3,1,2,2,1,3,3,2,1,2,1,3,2,3,1,1,3,2,2,1,3,2,3,1,3,2,1,3,2,1,2,1,3,3,1,2,3,2,1,2,1,3,2,3,1,1,2,3,3,1,2,2,3,1,2,1,3,3,2,1,3,1,2,1,3,2,1,3,2,2,1,3,1,3,2,2,1,3,1,2,3,1,2,3,1,2,3,1,2,3,1,3,2,2,1,3,1,2,3,1,3,2,2,1,3,2,3,1,1,3,2,1,3,2,2,1,3,3,1,2,36,Male,2,,I was asked to choose from some choices from the top to the least that best describes me.,1,,66659d2d960bfeaf504bea1b,
2,4,2,4,3,4,4,4,3,4,2,4,4,3,4,2,4,3,3,4,2,4,2,3,4,2,4,5,4,1,2,1,3,5,4,2,4,2,2,1,2,4,2,3,1,2,2,4,4,2,1,2,1,2,4,4,2,1,2,2,2,2,1,3,1,2,3,4,1,4,4,5,4,4,5,4,4,2,3,5,4,4,4,3,5,1,4,1,2,3,5,1,3,5,1,2,2,4,2,1,1,1,2,1,1,2,4,2,1,4,1,1,"1,2,3,4",3,1,2,3,1,2,1,3,2,2,3,1,1,3,2,3,2,1,3,1,2,3,2,1,2,3,1,3,1,2,3,2,1,1,2,3,1,3,2,2,1,3,1,2,3,2,1,3,2,3,1,1,3,2,2,1,3,2,1,3,2,1,3,1,3,2,1,2,3,2,3,1,1,3,2,3,1,2,2,1,3,1,2,3,1,3,2,1,2,3,2,3,1,2,1,3,1,3,2,2,3,1,2,1,3,2,3,1,1,2,3,2,3,1,2,1,3,3,2,1,60,male,1,,How my actions or words can try to influence someone in to doing what I want them to do,1,"An interesting study, where I could see some of my own actions that I have used in the past with the people I supervise at work.",66d31a1b0515fe747830bab9,0
4,5,5,4,3,4,2,3,5,3,5,2,3,5,4,4,2,4,5,3,1,4,5,4,5,5,5,3,1,4,5,4,4,2,4,3,4,5,3,4,2,4,5,3,5,5,3,4,3,1,4,1,2,2,4,1,1,2,4,2,3,2,1,3,2,2,4,3,1,3,4,5,5,5,4,5,3,2,3,4,5,4,4,1,5,3,2,1,2,4,4,1,3,5,4,4,5,5,4,1,4,1,1,1,3,1,4,4,1,3,1,1,"1,3,4",2,3,1,3,1,2,3,2,1,1,3,2,1,3,2,3,1,2,1,3,2,3,2,1,3,2,1,3,1,2,3,2,1,1,3,2,3,2,1,1,2,3,2,3,1,2,3,1,2,3,1,2,3,1,3,2,1,3,1,2,2,3,1,2,1,3,2,3,1,3,1,2,3,1,2,1,3,2,1,3,2,3,1,2,3,1,2,2,3,1,1,3,2,3,1,2,3,2,1,2,3,1,1,3,2,1,3,2,2,3,1,3,2,1,1,3,2,2,1,3,35,male,1,,I was asked to rate personality traits and Tactics that could be used in the workplace based on how effective and likely I would be to utilise them.,1,"None, thank you ",5ac8fe80a3ba7a0001b4cba2,
4,4,4,4,4,3,4,2,2,4,3,3,4,2,3,2,4,2,2,3,2,2,2,2,4,2,2,2,3,2,2,2,2,2,3,2,4,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,4,1,4,4,1,3,3,3,3,3,1,4,4,4,4,4,4,4,1,2,1,1,4,4,1,4,3,1,1,4,4,1,1,1,1,1,1,4,1,4,1,1,1,1,1,"1,3,4",3,1,2,2,3,1,1,3,2,2,3,1,3,1,2,1,2,3,3,2,1,3,2,1,1,3,2,3,1,2,1,2,3,2,1,3,1,3,2,1,2,3,3,1,2,1,2,3,3,2,1,1,3,2,1,2,3,3,1,2,3,2,1,2,1,3,1,2,3,2,1,3,1,3,2,3,1,2,3,1,2,1,2,3,1,3,2,2,1,3,3,2,1,3,1,2,1,3,2,3,2,1,2,1,3,2,3,1,2,1,3,1,3,2,1,2,3,1,2,3,34,male,1,,You asked us me to answer some questions about myself and then answer how i felt about certain actions I could hypothetically take to try and get someone at work to do what I wanted. Then you asked more questions about myself and then some demographic questions,1,I would visit Australia but I'm afraid of spiders,5aeb28006e923d00016d672d,
5,5,5,5,5,4,5,2,2,2,1,2,3,4,1,2,4,1,2,2,2,1,1,1,4,2,1,3,1,1,2,5,3,2,4,3,5,1,3,3,5,1,2,4,1,3,2,2,3,1,1,4,1,2,1,4,1,4,1,2,1,2,1,1,1,1,1,3,2,4,5,4,4,4,4,3,3,3,5,5,5,5,5,4,4,1,2,2,2,4,3,1,4,4,1,1,3,4,1,3,1,1,3,1,2,4,3,1,1,4,2,1,1,3,1,2,3,2,1,2,3,1,2,1,3,3,1,2,2,1,3,3,2,1,2,3,1,2,3,1,3,1,2,1,2,3,1,3,2,1,3,2,1,2,3,3,1,2,1,2,3,2,3,1,1,3,2,1,2,3,3,1,2,3,2,1,2,1,3,1,3,2,2,3,1,2,1,3,2,1,3,2,3,1,3,2,1,1,2,3,1,2,3,2,1,3,2,1,3,1,3,2,2,1,3,2,1,3,1,3,2,1,2,3,1,3,2,2,1,3,3,2,1,61,female,1,,"How i manage to deal with others,and what opinion i have of my skill set. ",1,Good study. had to think hard to chose which i thought was my best option.,61587a47655ef186b4e00648,
4,4,4,3,4,2,2,3,2,2,2,3,3,4,4,1,1,2,5,1,5,1,3,5,3,2,3,3,1,5,4,5,3,2,2,3,2,2,4,3,5,1,2,4,4,3,2,2,2,3,4,1,4,3,2,2,2,2,3,2,2,1,1,1,1,1,2,2,2,5,5,4,3,3,4,3,4,2,5,5,4,4,5,4,3,2,1,3,1,4,3,2,3,4,3,2,4,4,4,4,3,1,1,1,3,3,5,4,1,4,3,1,"1,3,4",2,3,1,1,2,3,3,2,1,2,3,1,1,3,2,2,3,1,1,2,3,3,2,1,3,2,1,3,1,2,3,2,1,3,2,1,1,2,3,1,2,3,2,3,1,2,3,1,1,3,2,2,3,1,3,1,2,3,1,2,2,3,1,3,1,2,3,2,1,3,2,1,3,1,2,3,2,1,2,3,1,3,2,1,3,1,2,2,3,1,2,1,3,3,2,1,2,3,1,3,1,2,3,2,1,1,2,3,3,2,1,3,1,2,2,1,3,3,1,2,51,female,1,,You asked me to rank my personality traits and to rank how I would try to influence person B in the workplace.,2,,66ba81e5193b68793e65612e,
4,4,3,4,4,2,3,2,2,2,3,4,2,4,1,3,3,2,3,2,4,2,2,4,3,4,2,4,2,2,1,3,3,2,2,4,2,1,4,2,3,2,4,2,2,3,2,1,1,1,2,2,2,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,1,1,1,4,3,3,4,4,4,3,1,2,1,1,2,2,1,2,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"1,3,4",3,2,1,1,3,2,1,3,2,2,3,1,1,3,2,3,2,1,2,3,1,3,2,1,3,2,1,3,1,2,1,2,3,3,1,2,1,3,2,1,2,3,2,3,1,1,2,3,2,1,3,1,3,2,3,1,2,3,1,2,2,1,3,1,2,3,1,3,2,3,2,1,2,1,3,2,1,3,1,3,2,2,3,1,3,1,2,3,2,1,3,2,1,3,2,1,2,3,1,2,1,3,1,3,2,1,2,3,3,2,1,3,2,1,1,2,3,2,3,1,34,Female ,1,,"Rank how I perceive myself, and what tactic I'd use to get others to perform tasks.",1,,5a2f05f5be6db60001368928,
4,4,4,4,3,4,4,2,2,4,4,2,3,2,2,3,4,2,2,4,2,4,2,3,4,4,3,4,2,2,2,2,2,4,4,2,2,3,2,2,2,3,2,2,2,4,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,2,2,2,4,4,2,4,4,2,2,3,4,2,3,2,2,3,2,4,3,4,2,2,4,3,1,"1,3,4",2,1,3,2,1,3,3,2,1,2,3,1,3,2,1,3,1,2,3,1,2,2,3,1,1,3,2,3,1,2,1,2,3,2,3,1,2,1,3,1,2,3,3,1,2,2,1,3,1,3,2,3,2,1,2,1,3,3,1,2,2,1,3,1,3,2,1,3,2,2,1,3,2,1,3,3,1,2,3,1,2,1,2,3,1,2,3,1,2,3,1,3,2,2,1,3,1,3,2,3,2,1,2,1,3,1,2,3,1,2,3,1,3,2,2,3,1,2,3,1,45,Female,2,,I needed to imagine to get a person to do what I wanted them to do in the workplace. I was also told to rank tactics from one you would prefer from top to bottom. This study was based on influencing a coworker to do what I want in the workplace in different ways and in different forms,1,No comment,65da873891cb7174c9544968,
3,4,4,5,4,3,4,2,2,3,3,2,4,4,1,1,4,3,2,2,2,3,2,3,4,3,4,4,2,2,1,2,2,2,4,2,2,1,2,2,2,1,2,3,2,2,2,3,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,1,4,4,2,2,4,2,1,2,1,5,4,2,4,2,4,4,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,"1,3,4",3,1,2,1,3,2,2,1,3,1,2,3,1,3,2,2,3,1,1,3,2,2,3,1,2,1,3,3,1,2,1,2,3,1,2,3,2,1,3,1,2,3,2,3,1,1,2,3,3,2,1,2,3,1,2,1,3,3,1,2,2,1,3,1,2,3,1,3,2,1,2,3,1,2,3,3,1,2,3,2,1,1,3,2,1,3,2,1,2,3,1,3,2,3,1,2,1,3,2,3,1,2,2,1,3,2,3,1,1,3,2,1,3,2,1,2,3,3,2,1,28,Male,2,,Ask to identify some traits of how comfortable and capable of influencing someone to do something for me.,1,,66e34d24d1be7cce113b5075,
4,4,5,4,4,3,3,4,4,3,5,4,3,4,4,1,2,4,3,3,5,2,2,4,4,4,4,3,2,4,4,5,4,3,4,2,4,2,4,4,5,4,2,2,4,4,3,4,4,4,4,1,4,2,2,2,2,1,2,2,3,2,2,1,2,3,4,4,2,4,5,5,4,4,4,5,3,3,5,5,5,5,5,4,5,2,2,1,2,4,5,2,4,5,2,4,5,5,2,3,2,1,2,1,5,2,4,3,1,4,2,1,"1,3,4",2,1,3,2,1,3,3,2,1,1,2,3,2,1,3,1,2,3,2,1,3,3,2,1,2,3,1,3,1,2,2,1,3,2,3,1,1,3,2,1,2,3,3,1,2,2,1,3,2,3,1,3,2,1,1,2,3,3,1,2,3,2,1,2,1,3,3,2,1,3,1,2,3,1,2,3,2,1,2,3,1,3,2,1,2,1,3,2,3,1,3,1,2,3,1,2,1,3,2,3,1,2,3,2,1,1,3,2,1,3,2,2,1,3,2,1,3,3,2,1,38,Male,1,,Your beliefs on certain traits and the way you feel you do things to influence people around you.,1,n/a,5c96bf93f6a32b0016d32f6b,
4,1,5,4,3,4,3,2,4,4,2,4,2,3,3,4,4,2,3,2,2,4,2,5,4,2,3,3,1,3,2,2,5,4,4,2,3,1,2,4,2,2,2,4,2,2,2,2,3,2,2,3,2,3,3,2,1,3,2,2,1,1,1,1,1,1,1,3,1,4,4,3,4,4,4,4,3,2,5,5,5,5,5,3,4,1,2,1,1,4,5,2,4,4,2,2,4,4,3,4,3,2,3,2,4,2,4,3,3,4,3,1,"1,2,3,4",2,1,3,3,1,2,1,3,2,1,3,2,1,3,2,3,1,2,2,1,3,2,3,1,2,1,3,3,1,2,2,1,3,1,3,2,1,3,2,2,1,3,1,2,3,2,1,3,2,3,1,2,3,1,2,1,3,3,2,1,2,3,1,1,3,2,1,3,2,1,3,2,3,2,1,2,1,3,1,2,3,2,3,1,1,3,2,1,3,2,2,3,1,2,1,3,1,3,2,1,3,2,2,1,3,3,2,1,1,2,3,1,3,2,2,1,3,2,3,1,58,Female,1,,"I was asked to rank how I would interact and influencr situations in the workplace in regard to dealing with a certain colleague. How I would influence, persuade and try to enable my desired outcome using my personality traits.",1,I found this study very interesting and thought provoking on how we try to achieve desired outcomes by using our personality traits.,66dd6d0d12092c8470dd79fa,0
5,3,5,4,4,4,2,2,4,3,3,1,2,3,2,2,4,4,5,2,4,1,5,4,4,4,2,3,1,5,4,4,4,2,3,4,4,2,4,1,5,4,4,4,4,4,3,2,3,2,4,1,4,4,1,2,1,2,2,4,1,2,1,1,1,1,1,1,1,3,4,5,4,4,4,4,4,2,4,4,4,4,5,4,4,1,1,1,1,2,4,1,2,4,1,1,5,4,1,2,1,1,1,1,3,1,3,1,1,4,2,1,"1,3,4",3,2,1,3,2,1,3,2,1,2,3,1,2,3,1,3,2,1,2,3,1,3,2,1,3,2,1,3,1,2,2,3,1,1,2,3,1,3,2,1,2,3,2,3,1,1,3,2,1,2,3,2,3,1,3,1,2,3,1,2,2,3,1,3,2,1,2,3,1,3,1,2,2,1,3,3,1,2,1,3,2,3,1,2,1,2,3,2,3,1,1,2,3,2,3,1,2,3,1,3,1,2,3,1,2,1,2,3,2,3,1,3,2,1,3,1,2,3,2,1,29,Female,1,,"Answered multiple choice questions on personality traits, then did a couple of things based on influencing others, and then ordered some personality traits depending on how much they are like me",1,,65a1ec55f0287bdcaf28e2cb,
5,3,2,5,2,2,5,2,1,4,1,3,4,3,,2,,2,2,2,3,2,2,2,4,4,3,4,3,2,2,3,3,3,3,2,4,1,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,3,2,2,4,4,3,2,2,4,4,4,4,4,3,3,2,3,1,2,2,3,3,2,4,2,2,2,2,3,3,2,1,2,2,2,1,4,2,1,2,2,1,"1,2,3,4",2,1,3,3,1,2,2,3,1,2,1,3,1,3,2,3,1,2,3,1,2,3,2,1,3,2,1,3,1,2,2,1,3,1,2,3,1,3,2,1,2,3,1,2,3,1,2,3,2,3,1,1,3,2,3,2,1,3,2,1,1,2,3,1,3,2,1,3,2,1,3,2,2,1,3,2,1,3,3,2,1,1,2,3,2,1,3,1,2,3,2,3,1,3,1,2,1,3,2,1,2,3,2,1,3,1,2,3,1,2,3,1,2,3,1,2,3,3,2,1,72,female,2,,"This study is about the influence that others have on others in the work place, at home and or where ever, even in everyday life as a whole.  I enjoyed the study.",1,I enjoyed the study. The material is well put together and very informative and interesting.,66a067470ab85d405563052d,0
5,5,3,2,4,1,4,2,2,4,5,4,5,5,,2,,1,2,2,4,1,3,3,5,2,4,4,2,3,4,3,5,5,5,2,3,1,2,4,4,3,2,4,4,4,2,4,4,2,2,2,3,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,5,5,4,4,5,5,5,5,4,4,2,4,2,3,5,5,4,1,2,"3,4",1,2,3,3,1,2,1,3,2,2,3,1,2,3,1,3,2,1,3,2,1,2,3,1,3,1,2,3,2,1,1,2,3,2,3,1,2,1,3,1,3,2,1,3,2,3,1,2,3,1,2,1,3,2,2,1,3,3,1,2,3,1,2,1,2,3,1,3,2,1,2,3,2,1,3,3,2,1,3,1,2,1,3,2,1,3,2,3,1,2,3,2,1,3,1,2,2,1,3,3,2,1,2,3,1,2,3,1,2,1,3,1,3,2,2,1,3,3,2,1,56,FEMALE,6,FIRST NATIONS,YOU GAVE US FACTS AND THEN THREE MULTIPE LIKE ANSWERS AND THEN WE THEM IN OREDER ADRRD,1,,5b87e13126d98700015ed667,0
5,4,4,4,3,3,4,4,4,4,4,4,2,4,3,2,4,2,2,3,2,4,2,4,4,4,4,4,4,3,2,1,4,4,4,2,2,2,2,4,2,4,1,4,2,2,2,4,2,2,4,1,2,2,3,4,2,4,2,2,4,2,1,1,2,1,2,1,1,4,4,5,4,4,4,4,4,3,5,5,4,5,5,5,4,5,4,1,2,2,5,1,4,5,2,4,4,5,2,1,4,1,2,2,2,1,4,4,1,4,3,1,"1,3,4",2,1,3,1,2,3,1,3,2,1,2,3,2,3,1,3,1,2,3,2,1,3,1,2,3,1,2,3,2,1,3,2,1,3,1,2,2,3,1,2,1,3,1,3,2,1,2,3,2,3,1,2,3,1,3,1,2,3,1,2,2,1,3,1,3,2,2,1,3,3,1,2,2,1,3,3,1,2,3,2,1,1,3,2,1,3,2,2,1,3,1,3,2,2,1,3,2,1,3,2,3,1,2,1,3,3,1,2,2,1,3,2,3,1,2,1,3,1,3,2,43,Male ,2,,The task is to give an account of personal influencer behaviours for others,1,I enjoyed the survey. Thank you ,55b17aaefdf99b5daa094696,
4,4,5,4,5,2,2,1,4,1,5,2,3,3,2,1,4,2,4,2,4,1,2,5,2,5,1,1,2,5,5,5,5,4,2,4,4,2,2,1,4,2,1,2,5,4,2,3,2,1,5,1,4,4,1,2,2,2,4,4,2,1,1,1,1,1,2,4,1,4,4,1,2,5,4,2,2,2,5,4,2,4,2,2,4,1,1,3,2,4,4,2,4,5,2,2,5,4,1,4,2,1,4,1,4,4,2,2,1,4,3,1,"1,3,4",2,3,1,2,1,3,3,2,1,1,3,2,1,2,3,2,3,1,1,3,2,3,2,1,2,1,3,3,1,2,2,3,1,1,3,2,3,2,1,1,2,3,3,2,1,2,3,1,1,2,3,1,2,3,1,2,3,3,1,2,3,2,1,2,1,3,2,3,1,3,1,2,2,1,3,3,2,1,2,3,1,3,2,1,2,1,3,3,2,1,2,1,3,3,2,1,1,3,2,3,1,2,2,3,1,1,3,2,2,3,1,3,1,2,3,2,1,3,1,2,43,Female ,1,,Evaluate my personality and also describe tactics on how I would get someone to do what I want them to do.,1,,5b9ca13a06114100010699b8,
5,4,4,4,3,4,5,3,3,5,2,2,4,3,3,3,4,4,2,1,3,5,2,3,3,3,3,5,4,2,2,1,2,1,4,2,3,1,2,3,2,2,2,2,2,2,2,2,4,1,1,1,1,1,4,4,2,1,3,2,4,4,4,4,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,3,4,3,4,4,2,2,3,4,2,3,2,2,4,3,4,3,4,4,3,5,3,1,"1,2,3,4",2,3,1,3,1,2,1,3,2,3,2,1,1,3,2,3,2,1,3,1,2,2,3,1,1,2,3,3,1,2,2,3,1,1,3,2,1,2,3,2,1,3,3,2,1,1,3,2,2,3,1,1,3,2,1,2,3,3,1,2,2,3,1,3,1,2,1,2,3,1,2,3,1,2,3,2,1,3,2,3,1,2,3,1,1,2,3,1,2,3,2,3,1,2,1,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,2,3,1,2,1,3,3,1,2,52,male ,6,,I was ask to talk about use tacks to do what I want them to do ,1,The study was good ,66e3ee278fb4bbbfd4ab07a3,0
4,4,2,3,4,4,2,2,4,4,5,4,2,5,2,3,2,4,4,2,4,2,4,2,2,5,4,4,4,1,4,3,4,4,2,4,2,2,4,5,2,4,3,2,2,4,3,4,2,2,2,1,2,4,1,1,4,2,2,2,2,2,1,4,2,1,4,1,1,5,4,5,4,4,5,4,4,2,5,4,4,4,4,4,4,4,4,1,1,1,4,2,3,4,2,4,2,4,1,1,1,1,1,1,4,3,4,2,1,4,2,1,"1,3,4",3,2,1,2,3,1,3,2,1,2,3,1,2,3,1,2,3,1,1,3,2,3,2,1,3,2,1,3,1,2,2,3,1,1,3,2,2,3,1,1,2,3,2,3,1,1,3,2,2,3,1,2,3,1,3,1,2,2,1,3,2,1,3,3,1,2,2,3,1,2,1,3,3,1,2,3,2,1,1,3,2,2,1,3,3,1,2,1,2,3,1,3,2,1,3,2,2,3,1,1,3,2,1,2,3,1,3,2,1,2,3,3,2,1,2,3,1,2,3,1,20,female ,3,,"Rated personality attributes for ourselves, then rated tactics we would use to make someone listen to us in the workplace, then did the same thing again but instead from most to least likely out of 3 options ",1,,60c6ad223fa5a149e3ceefc7,
1,4,5,5,4,4,3,2,4,4,3,2,4,4,2,3,4,3,4,2,3,4,4,4,4,4,4,4,2,4,2,4,4,5,4,4,4,1,4,4,5,2,3,3,3,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,4,4,1,2,2,3,1,1,1,5,5,5,5,4,4,5,1,1,1,1,1,1,1,1,3,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,"1,3,4",1,3,2,1,2,3,2,1,3,2,1,3,1,2,3,2,1,3,2,3,1,3,2,1,3,1,2,3,1,2,3,1,2,3,1,2,1,2,3,1,3,2,2,3,1,1,2,3,3,2,1,2,3,1,2,1,3,2,1,3,3,1,2,1,2,3,1,3,2,2,1,3,2,1,3,3,1,2,1,2,3,2,1,3,1,3,2,3,2,1,1,2,3,3,1,2,1,3,2,3,1,2,3,1,2,2,3,1,1,3,2,1,2,3,1,2,3,3,1,2,48,Male,1,,"Using various tactics to influence person B, what I would be comfortable with and capable of",1,None,6695217887e4d301aa781c12,
5,4,4,3,4,3,4,2,3,3,4,4,2,4,2,2,2,2,3,3,2,3,3,4,3,3,3,2,2,4,3,4,4,2,2,4,2,2,4,2,4,2,2,2,3,3,4,2,2,3,3,2,2,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,2,3,3,4,4,3,2,2,2,3,4,3,4,4,4,3,2,2,1,1,3,4,1,2,3,1,2,2,3,2,3,2,1,1,2,2,1,4,2,1,2,2,1,1,2,1,3,3,1,2,3,2,1,1,3,2,1,3,2,2,3,1,3,2,1,3,2,1,3,2,1,3,1,2,3,2,1,1,2,3,2,3,1,1,2,3,2,3,1,1,2,3,1,3,2,3,1,2,3,2,1,2,1,3,1,3,2,2,1,3,1,3,2,3,1,2,3,1,2,2,1,3,1,3,2,3,1,2,3,1,2,3,2,1,3,2,1,3,2,1,2,3,1,3,1,2,2,3,1,2,1,3,3,2,1,3,2,1,2,1,3,3,1,2,67,Female,1,,Situations of showing authority and how to deal with delegation to others as  positive as possible,1,,662bbd6306bbe153e1b6c3b3,
3,3,4,4,3,3,4,3,3,4,3,4,4,3,4,2,3,3,3,2,4,4,4,4,3,3,3,4,2,2,3,4,5,4,3,3,3,1,3,4,4,3,4,4,2,2,3,2,3,3,2,3,2,2,3,5,2,4,3,2,1,1,1,1,1,1,1,1,1,3,3,5,5,5,5,5,5,1,5,5,5,5,4,3,4,3,3,1,3,3,4,2,4,4,3,1,3,3,3,1,3,1,1,2,1,1,2,3,1,3,1,1,"1,3,4",2,1,3,3,1,2,1,2,3,1,3,2,1,3,2,3,1,2,3,1,2,3,2,1,2,3,1,3,1,2,3,1,2,2,1,3,1,2,3,1,2,3,1,3,2,2,1,3,3,1,2,1,3,2,2,1,3,2,1,3,2,3,1,1,3,2,1,2,3,1,2,3,1,2,3,3,1,2,2,1,3,3,1,2,1,3,2,1,2,3,2,3,1,2,1,3,1,3,2,1,2,3,2,1,3,1,2,3,1,2,3,1,2,3,2,1,3,2,1,3,46,Female ,1,,"I've been asked to describe my feelings, actions, attitudes ",1,,6311b67cfbf71fef17be1dd3,
